# Profile-contract cold-review manifest for the Scripture chronology corpus.
#
# The complete review surface for a GENUINELY COLD review of the
# profile-contract correction lane: a new agent or session that performed
# none of the population, none of the audits, and none of these corrections.
# Every row is reviewed. Nothing is sampled and nothing is hand-picked.
#
# Derived by diffing the corpus at c1dee9fc0ddfea3ea06d951c7ad25d05b75b0341 -- loaded by ITS OWN loader --
# against the WORKING TREE loaded by the loader in it, as OBJECTS, so a
# reformat cannot hide a change; then unioned with four whole-population
# queries over the head corpus (every claim citing Howlett, every claim citing
# Sloet, every claim naming a reporting exception, every preserved claim, and
# every claim still carrying basis_class `unreviewed`), and with the five
# blockers by id and the contract and gate files by path, and with every gap
# row added, withdrawn or reworded, which is what a verse answers with once the
# last answerable claim standing over it has been preserved.
#
# Deduplicated on case_type + ':' + case_id. `why_in_review` keeps EVERY
# reason that reached a row, so a case that four clauses of the brief reach
# is one row that says so four times rather than four rows saying it once.
#
# Regenerate with `python3 scripts/build_profile_contract_manifest.py`, and ask
# whether it has drifted with the same command and `--check`. BOTH derive
# against the base PINNED IN THE BUILDER as `BASE_REVISION`, and NEITHER reads
# the base out of the line above. Until 2026-09-02 write mode defaulted to HEAD,
# so a cold reviewer who ran the command printed here in a clean clone rebased
# this surface onto HEAD and collapsed it from 475 rows to 95 -- and `--check`,
# which took its base from this file's own header, then reported the collapse as
# current. Both halves are fixed; the command above is safe to run.
#
# `--base REV` still exists, for a one-off comparison against some other
# revision. What it produces is a DIFFERENT artifact and is not this one, and
# `--check` will say so.
# Rows: 480.
review_id	case_type	case_id	changed_in_lane	change	answerability_change	basis_class	answerability	disposition	source_record	prior_review_ids	why_in_review
PC-397	claim	unit:composition.book-of-micheas.chapters-1-3#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10278a-0de24478	-	the claim's own stored state changed in this lane
PC-398	claim	unit:composition.book-of-micheas.chapters-4-5#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10278a-734c8637	-	the claim's own stored state changed in this lane
PC-399	claim	unit:composition.book-of-nahum.chapters-2-3#0	yes	changed:disposition+answerability+basis_class+note	answerable->preserved (claim-changed)	modern-critical	preserved	alternate	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10670a-2f9e032c	-	the claim's own stored state changed in this lane | the claim's candidate eligibility changed: disposition+answerability+basis_class+note | preserved-only claim: reachable through the evidence surface and excluded from every default answer
PC-400	claim	unit:composition.book-of-sophonias#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14146a-4ff4aa4c	-	the claim's own stored state changed in this lane
PC-401	claim	unit:composition.book-of-tobias#0	yes	changed:basis_class+note	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14749c-337eb42a	-	the claim's own stored state changed in this lane
PC-402	claim	unit:composition.book-of-wisdom#0	yes	changed:disposition+basis_class+date+label+basis+note+endpoints	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-15.new-york-1912.newadvent-15666a-999fbc07	-	the claim's own stored state changed in this lane
PC-403	claim	unit:composition.book-of-wisdom#1	yes	added	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-15.new-york-1912.newadvent-15666a-999fbc07	-	the claim's own stored state changed in this lane
PC-404	claim	unit:composition.book-of-zacharias#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-15.new-york-1912.newadvent-15741b-434202d2	-	the claim's own stored state changed in this lane
PC-405	claim	unit:composition.epistle-of-st-james#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08275b-53821a60	-	the claim's own stored state changed in this lane
PC-406	claim	unit:composition.epistle-of-st-james#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-13.new-york-1912.newadvent-13156a-dd2f7a55	-	the claim's own stored state changed in this lane
PC-407	claim	unit:composition.epistle-of-st-jude#0	yes	changed:basis_class+basis	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08542b-4e4b3466	-	the claim's own stored state changed in this lane
PC-408	claim	unit:composition.epistle-to-philemon#0	yes	changed:basis_class+note	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11797b-acad9502	-	the claim's own stored state changed in this lane
PC-409	claim	unit:composition.epistle-to-philemon#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-410	claim	unit:composition.epistle-to-the-colossians#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04131b-08367306	-	the claim's own stored state changed in this lane
PC-411	claim	unit:composition.epistle-to-the-colossians#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-412	claim	unit:composition.epistle-to-the-ephesians#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05485a-66d722ae	-	the claim's own stored state changed in this lane
PC-413	claim	unit:composition.epistle-to-the-ephesians#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-414	claim	unit:composition.epistle-to-the-galatians#0	yes	changed:basis_class+basis+note	-	reported-traditional	answerable	disputed	artifact.catholic-encyclopedia.volume-6.new-york-1909.newadvent-06336a-508d2398	-	the claim's own stored state changed in this lane
PC-415	claim	unit:composition.epistle-to-the-galatians#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-6.new-york-1909.newadvent-06336a-508d2398	-	the claim's own stored state changed in this lane
PC-416	claim	unit:composition.epistle-to-the-galatians#2	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-6.new-york-1909.newadvent-06336a-508d2398	-	the claim's own stored state changed in this lane
PC-417	claim	unit:composition.epistle-to-the-galatians#3	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-418	claim	unit:composition.epistle-to-the-hebrews#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-7.new-york-1910.newadvent-07181a-f2f73f92	-	the claim's own stored state changed in this lane
PC-419	claim	unit:composition.epistle-to-the-philippians#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-12.new-york-1911.newadvent-12008a-1e39e824	-	the claim's own stored state changed in this lane
PC-420	claim	unit:composition.epistle-to-the-philippians#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-421	claim	unit:composition.epistle-to-the-romans#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-422	claim	unit:composition.epistle-to-the-romans#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05485a-66d722ae	-	the claim's own stored state changed in this lane
PC-423	claim	unit:composition.epistle-to-titus#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-424	claim	unit:composition.first-book-of-kings#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08647b-a445d5a7	-	the claim's own stored state changed in this lane
PC-425	claim	unit:composition.first-book-of-machabees#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09495a-6afd1136	-	the claim's own stored state changed in this lane
PC-426	claim	unit:composition.first-book-of-paralipomenon#0	yes	changed:basis_class+note	-	reported-traditional	answerable	preferred	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11472a-5b13e868	-	the claim's own stored state changed in this lane
PC-427	claim	unit:composition.first-epistle-of-st-john#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c;artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08435a-d50fa955	-	the claim's own stored state changed in this lane
PC-428	claim	unit:composition.first-epistle-of-st-peter#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11752a-2d7ff54c	-	the claim's own stored state changed in this lane
PC-429	claim	unit:composition.first-epistle-to-the-corinthians#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04364a-2b6b401d	-	the claim's own stored state changed in this lane
PC-430	claim	unit:composition.first-epistle-to-the-corinthians#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-431	claim	unit:composition.first-epistle-to-the-thessalonians#0	yes	changed:basis_class+basis	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14629d-95947a74	-	the claim's own stored state changed in this lane
PC-432	claim	unit:composition.first-epistle-to-the-thessalonians#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-433	claim	unit:composition.first-epistle-to-timothy#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-434	claim	unit:composition.fourth-book-of-kings#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08652a-189e1a8f	-	the claim's own stored state changed in this lane
PC-435	claim	unit:composition.fourth-book-of-kings#1	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08652a-189e1a8f	-	the claim's own stored state changed in this lane
PC-436	claim	unit:composition.gospel-of-john#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08438a-7620a92c	-	the claim's own stored state changed in this lane
PC-437	claim	unit:composition.gospel-of-john#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c	-	the claim's own stored state changed in this lane
PC-438	claim	unit:composition.gospel-of-luke#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c	-	the claim's own stored state changed in this lane
PC-439	claim	unit:composition.gospel-of-luke#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09420a-9b79d2a9	-	the claim's own stored state changed in this lane
PC-440	claim	unit:composition.gospel-of-mark#0	yes	changed:basis_class	-	reported-traditional	answerable	disputed	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09674b-f5a5a8a9	-	the claim's own stored state changed in this lane
PC-441	claim	unit:composition.gospel-of-mark#1	yes	changed:basis_class+note	-	reported-traditional	answerable	disputed	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09674b-f5a5a8a9	-	the claim's own stored state changed in this lane
PC-442	claim	unit:composition.gospel-of-mark#2	yes	changed:basis_class+note	-	reported-traditional	answerable	disputed	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09674b-f5a5a8a9	-	the claim's own stored state changed in this lane
PC-443	claim	unit:composition.gospel-of-mark#3	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09674b-f5a5a8a9	-	the claim's own stored state changed in this lane
PC-444	claim	unit:composition.gospel-of-mark#4	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c	-	the claim's own stored state changed in this lane
PC-445	claim	unit:composition.gospel-of-mark#5	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09420a-9b79d2a9	-	the claim's own stored state changed in this lane
PC-446	claim	unit:composition.gospel-of-matthew#0	yes	changed:basis_class	-	reported-traditional	answerable	disputed	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10057a-e7b6ccef;artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c	-	the claim's own stored state changed in this lane
PC-447	claim	unit:composition.gospel-of-matthew#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10057a-e7b6ccef	-	the claim's own stored state changed in this lane
PC-448	claim	unit:composition.gospel-of-matthew#2	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10057a-e7b6ccef	-	the claim's own stored state changed in this lane
PC-449	claim	unit:composition.gospel-of-matthew#3	yes	changed:basis_class	-	reported-traditional	answerable	disputed	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10057a-e7b6ccef	-	the claim's own stored state changed in this lane
PC-450	claim	unit:composition.gospel-of-matthew#4	yes	changed:basis_class	-	reported-traditional	answerable	disputed	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10057a-e7b6ccef	-	the claim's own stored state changed in this lane
PC-451	claim	unit:composition.gospel-of-matthew#5	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c	-	the claim's own stored state changed in this lane
PC-452	claim	unit:composition.psalm-73#0	yes	changed:disposition+answerability+basis_class+note	answerable->preserved (claim-changed)	reported-excluded	preserved	alternate	artifact.catholic-encyclopedia.volume-12.new-york-1911.newadvent-12533a-cb9d9a25	-	the claim's own stored state changed in this lane | the claim's candidate eligibility changed: disposition+answerability+basis_class+note | preserved-only claim: reachable through the evidence surface and excluded from every default answer
PC-453	claim	unit:composition.psalm-82#0	yes	changed:basis_class+note	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-12.new-york-1911.newadvent-12533a-cb9d9a25	-	the claim's own stored state changed in this lane
PC-454	claim	unit:composition.psalms-of-the-sons-of-korah#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-12.new-york-1911.newadvent-12533a-cb9d9a25	-	the claim's own stored state changed in this lane
PC-455	claim	unit:composition.second-book-of-kings#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08647b-a445d5a7	-	the claim's own stored state changed in this lane
PC-456	claim	unit:composition.second-book-of-machabees#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09495a-6afd1136	-	the claim's own stored state changed in this lane
PC-457	claim	unit:composition.second-book-of-machabees.first-letter#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09495a-6afd1136	-	the claim's own stored state changed in this lane
PC-458	claim	unit:composition.second-book-of-machabees.second-letter#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09495a-6afd1136	-	the claim's own stored state changed in this lane
PC-459	claim	unit:composition.second-book-of-paralipomenon#0	yes	changed:basis_class+note	-	reported-traditional	answerable	preferred	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11472a-5b13e868	-	the claim's own stored state changed in this lane
PC-460	claim	unit:composition.second-epistle-of-st-john#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c;artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08435a-d50fa955	-	the claim's own stored state changed in this lane
PC-461	claim	unit:composition.second-epistle-of-st-peter#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11752a-2d7ff54c	-	the claim's own stored state changed in this lane
PC-462	claim	unit:composition.second-epistle-to-the-corinthians#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04364a-2b6b401d	-	the claim's own stored state changed in this lane
PC-463	claim	unit:composition.second-epistle-to-the-corinthians#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-464	claim	unit:composition.second-epistle-to-the-thessalonians#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14629d-95947a74	-	the claim's own stored state changed in this lane
PC-465	claim	unit:composition.second-epistle-to-the-thessalonians#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-466	claim	unit:composition.second-epistle-to-timothy#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	-	the claim's own stored state changed in this lane
PC-467	claim	unit:composition.third-book-of-kings#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08652a-189e1a8f	-	the claim's own stored state changed in this lane
PC-468	claim	unit:composition.third-book-of-kings#1	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08652a-189e1a8f	-	the claim's own stored state changed in this lane
PC-469	claim	unit:composition.third-epistle-of-st-john#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c;artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08435a-d50fa955	-	the claim's own stored state changed in this lane
PC-470	contract	guidance/scripture-chronology.md	yes	-	-	-	-	-	-	-	the contract in prose; profiles.yaml governs and this explains
PC-471	contract	scripts/_chronology.py	yes	-	-	-	-	-	-	-	the single candidate gate: admissibility is decided in _candidates(), BEFORE rank and before any ordering, and there is no second path
PC-472	contract	scripts/chronology_review_diff.py	no	-	-	-	-	-	-	MF-6;FA-089	semantic-diff gate: the differ must report a profile-policy change and enumerate the claims it moved, which it was blind to before
PC-473	contract	src/sources/chronology/profiles.yaml	yes	profile semantics	-	-	-	-	-	MF-7;FA-094	the normalised profile semantics differ between the two sides
PC-474	contract	tools/tests/test_chronology.py	yes	-	-	-	-	-	-	-	the regressions: preserved-not-answered, refusal-is-not-a-date, own-voice-on-an-excluded-basis, the Ussher exception's narrowness, a profile change moving eligibility, and the four blocker queries
PC-475	family	sloet-own-table	no	-	-	-	-	-	-	MF-3;FA-019	BLOCKER 5 -- the Sloet family: six claims resting on a table whose author declares its method to be the one the profile excludes
PC-476	gap	undated-in-tradition @ Gen	yes	reason-or-sources-changed (reason)	-	-	-	-	-	-	the gap row a verse now answers with was added, withdrawn or reworded in this lane
PC-477	gap	undated-in-tradition @ Mal	yes	added	-	-	-	-	-	-	the gap row a verse now answers with was added, withdrawn or reworded in this lane
PC-478	gap	undated-in-tradition @ Nah.1	yes	reason-or-sources-changed (reason)	-	-	-	-	-	-	the gap row a verse now answers with was added, withdrawn or reworded in this lane
PC-479	gap	undated-in-tradition @ Nah.2,Nah.3	yes	added	-	-	-	-	-	-	the gap row a verse now answers with was added, withdrawn or reworded in this lane
PC-480	gap	undated-in-tradition @ Ps	yes	reason-or-sources-changed (reason)	-	-	-	-	-	-	the gap row a verse now answers with was added, withdrawn or reworded in this lane
